cluster,isNamespaced,pod,hostNetwork,ports,storeID,runID,class,app,image,capabilities,privesc,hostIpc,team,command,runAsUser,args,privileged,node,service,name,namespace,compromised,hostPid,id,label
kind-kubehound.test.local,true,rolebind-pod-rb-cr-rb-r,false,[],686cdf53dce18c406e3d2725,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-rb-cr-rb-r,default,0,false,1835208,Container
kind-kubehound.test.local,true,sharedps-pod2,false,[],686cdf53dce18c406e3d273a,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sharedps-pod2-b,default,0,false,984088,Container
kind-kubehound.test.local,true,sharedps-pod2,false,[],686cdf53dce18c406e3d2738,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sharedps-pod2-a,default,0,false,2164248,Container
kind-kubehound.test.local,true,kube-apiserver-kubehound.test.local-control-plane,true,[],686cdf53dce18c406e3d2775,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-apiserver:v1.33.1,[],false,false,,"[kube-apiserver, --advertise-address=172.21.0.3, --allow-privileged=true, --authorization-mode=Node,RBAC, --client-ca-file=/etc/kubernetes/pki/ca.crt, --enable-admission-plugins=NodeRestriction, --enable-bootstrap-token-auth=true, --etcd-cafile=/etc/kubernetes/pki/etcd/ca.crt, --etcd-certfile=/etc/kubernetes/pki/apiserver-etcd-client.crt, --etcd-keyfile=/etc/kubernetes/pki/apiserver-etcd-client.key, --etcd-servers=https://127.0.0.1:2379, --kubelet-client-certificate=/etc/kubernetes/pki/apiserver-kubelet-client.crt, --kubelet-client-key=/etc/kubernetes/pki/apiserver-kubelet-client.key, --kubelet-preferred-address-types=InternalIP,ExternalIP,Hostname, --proxy-client-cert-file=/etc/kubernetes/pki/front-proxy-client.crt, --proxy-client-key-file=/etc/kubernetes/pki/front-proxy-client.key, --requestheader-allowed-names=front-proxy-client, --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt, --requestheader-extra-headers-prefix=X-Remote-Extra-, --requestheader-group-headers=X-Remote-Group, --requestheader-username-headers=X-Remote-User, --runtime-config=, --secure-port=6443, --service-account-issuer=https://kubernetes.default.svc.cluster.local, --service-account-key-file=/etc/kubernetes/pki/sa.pub, --service-account-signing-key-file=/etc/kubernetes/pki/sa.key, --service-cluster-ip-range=10.96.0.0/16, --tls-cert-file=/etc/kubernetes/pki/apiserver.crt, --tls-private-key-file=/etc/kubernetes/pki/apiserver.key]",0,,false,kubehound.test.local-control-plane,,kube-apiserver,kube-system,0,false,1966280,Container
kind-kubehound.test.local,true,kube-scheduler-kubehound.test.local-control-plane,true,[],686cdf53dce18c406e3d2797,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-scheduler:v1.33.1,[],false,false,,"[kube-scheduler, --authentication-kubeconfig=/etc/kubernetes/scheduler.conf, --authorization-kubeconfig=/etc/kubernetes/scheduler.conf, --bind-address=127.0.0.1, --kubeconfig=/etc/kubernetes/scheduler.conf, --leader-elect=true]",0,,false,kubehound.test.local-control-plane,,kube-scheduler,kube-system,0,false,2097504,Container
kind-kubehound.test.local,true,rolebind-pod-crb-cr-rb-r,false,[],686cdf53dce18c406e3d271c,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-crb-cr-rb-r,default,0,false,1769672,Container
kind-kubehound.test.local,true,tokenget-pod,false,[],686cdf53dce18c406e3d2740,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,tokenget-pod,default,0,false,1900744,Container
kind-kubehound.test.local,true,host-write-exploit-pod,false,[],686cdf53dce18c406e3d26f7,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,host-write-exploit-pod,default,0,false,2033176,Container
kind-kubehound.test.local,true,pod-exec-pod,false,[],686cdf53dce18c406e3d270a,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,pod-exec-pod,default,0,false,1705280,Container
kind-kubehound.test.local,true,pod-patch-pod,false,[],686cdf53dce18c406e3d270d,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,pod-patch-pod,default,0,false,1836488,Container
kind-kubehound.test.local,true,kindnet-x4h52,true,[],686cdf53dce18c406e3d276e,01jzmmdybqgekbn439fjdz6she,Container,kindnet,docker.io/kindest/kindnetd:v20250512-df8de77b,"[NET_RAW, NET_ADMIN]",false,false,,,0,,false,kubehound.test.local-worker2,,kindnet-cni,kube-system,0,false,1966432,Container
kind-kubehound.test.local,true,kube-controller-manager-kubehound.test.local-control-plane,true,[],686cdf53dce18c406e3d277c,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-controller-manager:v1.33.1,[],false,false,,"[kube-controller-manager, --allocate-node-cidrs=true, --authentication-kubeconfig=/etc/kubernetes/controller-manager.conf, --authorization-kubeconfig=/etc/kubernetes/controller-manager.conf, --bind-address=127.0.0.1, --client-ca-file=/etc/kubernetes/pki/ca.crt, --cluster-cidr=10.244.0.0/16, --cluster-name=kubehound.test.local, --cluster-signing-cert-file=/etc/kubernetes/pki/ca.crt, --cluster-signing-key-file=/etc/kubernetes/pki/ca.key, --controllers=*,bootstrapsigner,tokencleaner, --enable-hostpath-provisioner=true, --kubeconfig=/etc/kubernetes/controller-manager.conf, --leader-elect=true, --requestheader-client-ca-file=/etc/kubernetes/pki/front-proxy-ca.crt, --root-ca-file=/etc/kubernetes/pki/ca.crt, --service-account-private-key-file=/etc/kubernetes/pki/sa.key, --service-cluster-ip-range=10.96.0.0/16, --use-service-account-credentials=true]",0,,false,kubehound.test.local-control-plane,,kube-controller-manager,kube-system,0,false,2100536,Container
kind-kubehound.test.local,true,impersonate-pod,false,[],686cdf53dce18c406e3d26fb,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,impersonate-pod,default,0,false,1704288,Container
kind-kubehound.test.local,true,rolebind-pod-rb-cr-rb-cr,false,[],686cdf53dce18c406e3d2722,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-rb-cr-rb-cr,default,0,false,1769824,Container
kind-kubehound.test.local,true,sys-ptrace-pod,false,[],686cdf53dce18c406e3d273d,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,"[SYS_PTRACE, SYS_ADMIN]",false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sys-ptrace-pod,default,0,true,1835360,Container
kind-kubehound.test.local,true,kube-proxy-xvk9p,true,[],686cdf53dce18c406e3d2791,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-proxy:v1.33.1,[],false,false,,"[/usr/local/bin/kube-proxy, --config=/var/lib/kube-proxy/config.conf, --hostname-override=$(NODE_NAME)]",0,,true,kubehound.test.local-control-plane,,kube-proxy,kube-system,0,false,2031968,Container
kind-kubehound.test.local,true,nsenter-pod,false,[],686cdf53dce18c406e3d2704,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],true,kubehound.test.local-worker2,,nsenter-pod,default,0,true,1770952,Container
kind-kubehound.test.local,true,pod-create-pod,false,[],686cdf53dce18c406e3d2707,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,pod-create-pod,default,0,false,1903928,Container
kind-kubehound.test.local,true,local-path-provisioner-7dc846544d-vjh5x,false,[],686cdf53dce18c406e3d279a,01jzmmdybqgekbn439fjdz6she,Container,local-path-provisioner,docker.io/kindest/local-path-provisioner:v20250214-acbabc1a,[],false,false,,"[local-path-provisioner, --debug, start, --helper-image, docker.io/kindest/local-path-helper:v20241212-8ac705d0, --config, /etc/config/config.json]",0,,false,kubehound.test.local-control-plane,,local-path-provisioner,local-path-storage,0,false,2032960,Container
kind-kubehound.test.local,true,kindnet-dxmbd,true,[],686cdf53dce18c406e3d2767,01jzmmdybqgekbn439fjdz6she,Container,kindnet,docker.io/kindest/kindnetd:v20250512-df8de77b,"[NET_RAW, NET_ADMIN]",false,false,,,0,,false,kubehound.test.local-control-plane,,kindnet-cni,kube-system,0,false,1508160,Container
kind-kubehound.test.local,true,kube-proxy-gkf4g,true,[],686cdf53dce18c406e3d2785,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-proxy:v1.33.1,[],false,false,,"[/usr/local/bin/kube-proxy, --config=/var/lib/kube-proxy/config.conf, --hostname-override=$(NODE_NAME)]",0,,true,kubehound.test.local-worker2,,kube-proxy,kube-system,0,false,1573696,Container
kind-kubehound.test.local,true,netadmin-pod,true,[],686cdf53dce18c406e3d2701,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[NET_ADMIN],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,netadmin-pod,default,0,false,1705416,Container
kind-kubehound.test.local,true,rolebind-pod-rb-r-rb-r,false,[],686cdf53dce18c406e3d272e,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-rb-r-rb-r,default,0,false,918552,Container
kind-kubehound.test.local,true,kindnet-bnn2b,true,[],686cdf53dce18c406e3d2760,01jzmmdybqgekbn439fjdz6she,Container,kindnet,docker.io/kindest/kindnetd:v20250512-df8de77b,"[NET_RAW, NET_ADMIN]",false,false,,,0,,false,kubehound.test.local-worker,,kindnet-cni,kube-system,0,false,1049624,Container
kind-kubehound.test.local,true,rolebind-pod-crb-cr-rb-cr,false,[],686cdf53dce18c406e3d2719,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-crb-cr-rb-cr,default,0,false,984856,Container
kind-kubehound.test.local,true,sharedps-pod1,false,[],686cdf53dce18c406e3d2731,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sharedps-pod1-a,default,0,false,1115928,Container
kind-kubehound.test.local,true,sharedps-pod1,false,[],686cdf53dce18c406e3d2733,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sharedps-pod1-b,default,0,false,1836352,Container
kind-kubehound.test.local,true,sharedps-pod1,false,[],686cdf53dce18c406e3d2735,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,sharedps-pod1-c,default,0,false,1969464,Container
kind-kubehound.test.local,true,tokenlist-pod,false,[],686cdf53dce18c406e3d2743,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,tokenlist-pod,default,0,false,1901888,Container
kind-kubehound.test.local,true,vault-pod,false,[],686cdf53dce18c406e3d279e,01jzmmdybqgekbn439fjdz6she,Container,secret-vault,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,vault-pod,vault,0,false,1639232,Container
kind-kubehound.test.local,true,priv-pod,false,[],686cdf53dce18c406e3d2710,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],true,kubehound.test.local-worker2,,priv-pod,default,0,false,1770816,Container
kind-kubehound.test.local,true,umh-core-pod,false,[],686cdf53dce18c406e3d2746,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,umh-core-container,default,0,false,1967424,Container
kind-kubehound.test.local,true,rolebind-pod-rb-r-crb-cr-fail,false,[],686cdf53dce18c406e3d2728,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,rolebind-pod-rb-r-crb-cr-fail,default,0,false,1050392,Container
kind-kubehound.test.local,true,varlog-pod,false,[],686cdf53dce18c406e3d274a,01jzmmdybqgekbn439fjdz6she,Container,kubehound-edge-test,ubuntu,[],false,false,,"[/bin/sh, -c, --]",0,[while true; do sleep 30; done;],false,kubehound.test.local-worker2,,varlog-container,default,0,false,2035000,Container
kind-kubehound.test.local,true,etcd-kubehound.test.local-control-plane,true,[],686cdf53dce18c406e3d275c,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/etcd:3.5.21-0,[],false,false,,"[etcd, --advertise-client-urls=https://172.21.0.3:2379, --cert-file=/etc/kubernetes/pki/etcd/server.crt, --client-cert-auth=true, --data-dir=/var/lib/etcd, --experimental-initial-corrupt-check=true, --experimental-watch-progress-notify-interval=5s, --initial-advertise-peer-urls=https://172.21.0.3:2380, --initial-cluster=kubehound.test.local-control-plane=https://172.21.0.3:2380, --key-file=/etc/kubernetes/pki/etcd/server.key, --listen-client-urls=https://127.0.0.1:2379,https://172.21.0.3:2379, --listen-metrics-urls=http://127.0.0.1:2381, --listen-peer-urls=https://172.21.0.3:2380, --name=kubehound.test.local-control-plane, --peer-cert-file=/etc/kubernetes/pki/etcd/peer.crt, --peer-client-cert-auth=true, --peer-key-file=/etc/kubernetes/pki/etcd/peer.key, --peer-trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt, --snapshot-count=10000, --trusted-ca-file=/etc/kubernetes/pki/etcd/ca.crt]",0,,false,kubehound.test.local-control-plane,,etcd,kube-system,0,false,2229784,Container
kind-kubehound.test.local,true,kube-proxy-npl22,true,[],686cdf53dce18c406e3d278b,01jzmmdybqgekbn439fjdz6she,Container,,registry.k8s.io/kube-proxy:v1.33.1,[],false,false,,"[/usr/local/bin/kube-proxy, --config=/var/lib/kube-proxy/config.conf, --hostname-override=$(NODE_NAME)]",0,,true,kubehound.test.local-worker,,kube-proxy,kube-system,0,false,2295320,Container
