from,to,attckTechniqueID,attckTacticID,label
394696,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
395032,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460232,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
462136,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
524336,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
524488,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525120,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525632,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525848,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
526104,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
591168,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
591384,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
655560,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
656704,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
656840,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
658744,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
721248,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
722456,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
722712,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
786632,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
786784,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
852800,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
853448,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
917552,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
918984,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
983088,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
984520,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
986424,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1049408,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1050136,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1114464,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1117496,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1310920,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1312200,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1314104,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1379640,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1443352,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1445176,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
1508888,524640,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
132888,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
196656,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
198168,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
198424,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
262192,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
263192,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328032,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328728,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329024,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329240,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329496,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393416,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393568,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394048,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394776,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
396600,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
458952,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460096,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460312,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525768,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
527672,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590024,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590176,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
591304,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
593208,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
656920,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
722376,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
787992,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
789816,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
855352,197656,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
787992,263488,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
855352,263488,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
132888,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
196656,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
197656,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
198168,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
262192,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
263192,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328032,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328728,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329024,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329240,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329496,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393416,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393568,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394048,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394776,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
396600,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
458952,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460096,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460312,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525768,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
527672,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590024,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590176,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
591304,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
593208,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
656920,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
722376,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
787992,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
789816,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
855352,198424,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
132888,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
196656,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
197656,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
198168,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
198424,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
262192,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
263192,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328032,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
328728,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329024,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329240,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
329496,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393416,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
393568,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394048,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
394776,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
396600,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
458952,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460096,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
460312,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
525768,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
527672,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590024,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
590176,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
591304,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
593208,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
656920,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
722376,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
787992,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
855352,789816,T1078,TA0004,ROLE_BIND (PermissionSet to PermissionSet)
