from,to,attckTechniqueID,attckTacticID,label
329240,132632,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
263960,853528,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
656840,919064,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
524488,984600,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
655560,1115672,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
525120,1181208,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
458800,1246744,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
526104,1312280,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
983088,1377816,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
593208,67352,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
459104,460568,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
524640,591640,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
852800,788248,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
328032,68920,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
789816,134456,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
198424,199992,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
525768,265528,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
460312,331064,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
328512,1051960,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
786632,1183032,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
1310920,1248568,T1069,TA0007,PERMISSION_DISCOVER (PermissionSet to Identity)
