from,to,attckTechniqueID,attckTacticID,label
919064,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
983392,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
983872,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
984600,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1048776,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1050056,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1051960,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1114312,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1114944,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1115672,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1179848,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1180480,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1181128,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1181208,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1183032,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1245384,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1246664,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1246744,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1248568,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
1312280,328728,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
65736,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
65888,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
66368,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
66584,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
67016,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
67352,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
68920,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
131904,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
132552,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
132632,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
196960,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
262496,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
265528,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
459800,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
460568,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
591640,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
787264,329024,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
459584,1508888,T1528,TA0006,TOKEN_LIST (Identity to PermissionSet)
